date,open,high,low,close,volume
08/08/1991,13.8077,13.8701,13.5675,13.5675,1020400
09/08/1991,13.5675,13.7452,13.4475,13.5051,322300
12/08/1991,13.5051,13.6876,13.3898,13.63,374500
13/08/1991,13.63,13.9854,13.5675,13.8077,306300
14/08/1991,13.9277,14.1679,13.9277,14.0478,447600
15/08/1991,13.9854,14.1102,13.9277,13.9854,339500
16/08/1991,14.0478,14.1102,13.9277,14.0478,353000
19/08/1991,13.4475,13.6876,13.3274,13.63,362500
20/08/1991,13.6876,13.7452,13.3898,13.63,323300
21/08/1991,13.63,14.1102,13.63,14.0478,522000
22/08/1991,14.2879,14.3504,14.0478,14.2255,358200
23/08/1991,14.1679,14.5905,14.1679,14.4656,348900
26/08/1991,14.5281,14.5905,14.2255,14.4656,216400
27/08/1991,14.5281,14.7058,14.5281,14.6481,306200
28/08/1991,14.7058,14.8883,14.6481,14.7058,332800
29/08/1991,14.6481,14.8883,14.5905,14.7682,307800
30/08/1991,14.7682,14.8883,14.6481,14.7058,288600
03/09/1991,14.7682,14.8883,14.7058,14.7058,152700
04/09/1991,14.7058,14.7682,14.4656,14.4656,270500
05/09/1991,14.408,14.4656,14.2255,14.2879,355700
06/09/1991,14.2255,14.2255,13.63,13.9277,864900
09/09/1991,13.8701,13.9277,13.7452,13.8077,341000
10/09/1991,13.8077,13.8701,13.5675,13.63,748000
11/09/1991,13.6876,13.8077,13.63,13.8077,829800
12/09/1991,13.8077,13.9277,13.8077,13.8701,259100
13/09/1991,13.8701,13.8701,13.5051,13.5675,346400
16/09/1991,13.5675,13.63,13.0873,13.63,924300
17/09/1991,13.4475,13.8701,13.4475,13.6876,415500
18/09/1991,13.63,13.7452,13.5675,13.63,491200
19/09/1991,13.63,14.1102,13.63,14.0478,465500
20/09/1991,14.0478,14.1679,13.8701,14.1679,873400
23/09/1991,14.1679,14.1679,13.9854,14.1102,238000
24/09/1991,14.1102,14.1102,13.8701,13.9854,285700
25/09/1991,13.9854,13.9854,13.63,13.63,307200
26/09/1991,13.63,13.8077,13.5675,13.7452,170300
27/09/1991,13.7452,14.1102,13.63,14.0478,284900
30/09/1991,14.0478,14.0478,13.8701,13.8701,477900
01/10/1991,13.9277,14.1102,13.8701,14.1102,424000
02/10/1991,14.2255,14.2255,14.1102,14.1679,174300
03/10/1991,14.0478,14.0478,13.9277,13.9854,178800
04/10/1991,13.9854,14.1679,13.8077,13.8077,313500
07/10/1991,13.8077,13.8077,13.6876,13.7452,259600
08/10/1991,13.6876,13.6876,13.4475,13.5675,98100
09/10/1991,13.5051,13.5675,13.3274,13.3274,580200
10/10/1991,13.3274,13.5675,13.3274,13.5051,357900
11/10/1991,13.5675,13.5675,13.3898,13.5051,260200
14/10/1991,13.63,13.8701,13.63,13.8701,150300
15/10/1991,13.8701,14.1679,13.8077,14.1679,179000
16/10/1991,14.1679,14.408,14.0478,14.2255,292200
17/10/1991,14.2255,14.2255,13.6876,13.8701,218400
18/10/1991,13.9277,13.9854,13.8077,13.8077,244900
21/10/1991,13.7452,13.8077,13.5675,13.6876,227600
22/10/1991,13.63,13.8077,13.63,13.63,258000
23/10/1991,13.8077,13.8077,13.63,13.6876,250700
24/10/1991,13.5675,13.6876,13.5675,13.63,147000
25/10/1991,13.63,13.63,13.4475,13.5051,373400
28/10/1991,13.5167,13.8173,13.5167,13.8173,159400
29/10/1991,13.8173,14.0015,13.7591,13.8755,128200
30/10/1991,13.9385,14.0015,13.7591,14.0015,249800
31/10/1991,13.9385,14.1179,13.8755,13.8755,233400
01/11/1991,13.9385,14.1809,13.8755,14.0015,309100
04/11/1991,14.0015,14.0015,13.633,13.6961,374400
05/11/1991,13.633,13.6961,13.5167,13.5749,489900
06/11/1991,13.5167,13.5167,12.7264,12.7264,939800
07/11/1991,12.6052,12.9058,12.3628,12.7895,1784200
08/11/1991,12.8476,12.9688,12.7264,12.7264,1294900
11/11/1991,12.6634,12.7264,12.484,12.6052,733300
12/11/1991,12.6634,12.7895,12.6052,12.7264,638500
13/11/1991,12.6634,12.8476,12.6634,12.7895,303300
14/11/1991,12.8476,12.9058,12.7264,12.8476,308100
15/11/1991,12.7895,12.8476,12.6634,12.7264,556600
18/11/1991,12.7895,13.0319,12.6634,12.9688,491200
19/11/1991,12.9058,12.9058,12.7895,12.8476,444500
20/11/1991,12.9058,12.9058,12.7264,12.7895,416100
21/11/1991,12.7895,12.8476,12.7264,12.7895,535300
22/11/1991,12.7264,12.7264,12.5471,12.5471,986700
25/11/1991,12.421,12.5471,12.3628,12.421,470400
26/11/1991,12.5471,12.6634,12.421,12.6052,591100
27/11/1991,12.6052,12.6052,12.484,12.5471,280300
29/11/1991,12.484,12.5471,12.3046,12.3046,95500
02/12/1991,12.1786,12.3046,12.1204,12.3046,410800
03/12/1991,12.2416,12.3628,12.1786,12.2416,466500
04/12/1991,12.3046,12.3628,12.1204,12.2416,555100
05/12/1991,12.1204,12.421,12.1204,12.3628,325500
06/12/1991,12.3046,12.6634,12.3046,12.3628,1415600
09/12/1991,12.3628,12.6052,12.3628,12.3628,497700
10/12/1991,12.3046,12.3628,12.2416,12.3046,221200
11/12/1991,12.3046,12.3628,12.1204,12.1786,207600
12/12/1991,12.2416,12.3628,11.9992,12.3628,513500
13/12/1991,12.421,12.421,12.3046,12.3628,517100
16/12/1991,12.3628,12.421,11.9992,12.1204,225000
17/12/1991,11.9992,12.0622,11.5774,11.8198,1367000
18/12/1991,11.6356,11.6938,11.3932,11.6938,1924800
19/12/1991,11.5144,11.5774,11.3932,11.4514,671400
20/12/1991,11.7568,11.8198,11.3932,11.5144,685300
23/12/1991,11.5774,12.6634,11.5144,12.5471,903700
24/12/1991,12.6052,12.6634,12.3628,12.421,356700
26/12/1991,12.421,12.484,12.1204,12.1204,328500
27/12/1991,12.0622,12.3628,12.0622,12.3628,810200
30/12/1991,12.421,13.0319,12.3628,13.0319,376200
31/12/1991,13.09,13.09,12.8476,12.8476,395500
02/01/1992,12.9688,13.2743,12.9688,13.09,406900
03/01/1992,13.0319,13.6961,13.0319,13.633,616400
06/01/1992,13.633,13.8755,13.5167,13.5749,563200
07/01/1992,13.4537,13.6961,13.2743,13.3325,643000
08/01/1992,13.1482,14.2439,13.09,14.0597,805200
09/01/1992,14.7869,15.2717,14.7287,15.2135,2010700
10/01/1992,15.2135,15.8777,14.7869,14.8451,1062100
13/01/1992,14.6657,14.7287,14.4863,14.6027,676800
14/01/1992,14.5445,15.0293,14.5445,15.0293,859000
15/01/1992,15.0293,15.0875,14.9081,15.0875,555300
16/01/1992,14.9711,15.0293,14.6027,14.6657,316400
17/01/1992,14.7869,14.7869,14.4863,14.5445,385600
20/01/1992,14.6027,14.6657,14.4863,14.6657,435300
21/01/1992,14.7287,14.7287,14.4863,14.5445,348300
22/01/1992,14.5445,14.5445,14.1809,14.2439,229900
23/01/1992,14.3021,14.3603,14.1809,14.1809,348200
24/01/1992,14.1179,14.1809,13.6961,14.0597,1912900
27/01/1992,14.0015,14.1809,14.0015,14.0597,354700
28/01/1992,14.1319,14.1906,14.0683,14.1906,355700
29/01/1992,14.1319,14.7386,14.0683,14.5576,677100
30/01/1992,14.6799,14.6799,14.3765,14.494,509100
31/01/1992,14.4352,14.5576,14.3129,14.4352,338400
03/02/1992,14.4352,14.8022,14.3765,14.8022,472600
04/02/1992,14.8659,14.8659,14.494,14.5576,551500
05/02/1992,14.494,14.7386,14.4352,14.5576,513100
06/02/1992,14.7386,14.8659,14.5576,14.8022,795200
07/02/1992,14.7386,14.8659,14.494,14.6799,328300
10/02/1992,14.6212,14.6799,14.6212,14.6799,208700
11/02/1992,14.7386,14.9833,14.6799,14.6799,587100
12/02/1992,14.6212,14.7386,14.5576,14.6799,461800
13/02/1992,14.6212,14.6799,14.3129,14.4352,271000
14/02/1992,14.3765,14.7386,14.3765,14.6799,197000
18/02/1992,14.5576,14.6799,14.3129,14.3129,395300
19/02/1992,14.2493,14.3765,14.1319,14.1319,136900
20/02/1992,14.1906,14.3129,14.1319,14.2493,199300
21/02/1992,14.1906,14.2493,14.0046,14.0683,281300
24/02/1992,14.0683,14.1319,13.8872,14.1319,171600
25/02/1992,14.0046,14.0046,13.8236,13.9459,225900
26/02/1992,13.9459,14.494,13.9459,14.3129,412100
27/02/1992,13.9459,14.0683,13.76,13.9459,573600
28/02/1992,14.1319,14.3129,13.9459,14.0683,395300
02/03/1992,14.4352,14.4352,14.1319,14.1319,402300
03/03/1992,14.1906,14.2493,14.0683,14.1906,255000
04/03/1992,14.4352,14.6799,14.3765,14.6212,460400
05/03/1992,14.494,14.5576,14.1319,14.2493,456100
06/03/1992,14.1906,14.2493,13.9459,14.0683,202200
09/03/1992,14.0683,14.0683,13.8872,13.9459,146700
10/03/1992,14.0046,14.1319,13.9459,14.0046,240900
11/03/1992,13.9459,14.0046,13.8872,13.8872,117100
12/03/1992,14.0046,14.1319,13.76,14.0683,175600
13/03/1992,14.1906,14.1906,13.8872,13.9459,637200
16/03/1992,14.0046,14.0683,13.8872,14.0046,309700
17/03/1992,14.0683,14.4352,14.0046,14.3765,356900
18/03/1992,14.494,14.7386,14.494,14.6799,869100
19/03/1992,14.8022,15.1692,14.7386,15.1105,568400
20/03/1992,15.1692,15.2916,15.0469,15.2916,852400
23/03/1992,15.228,15.228,15.0469,15.1105,232800
24/03/1992,15.0469,15.1105,14.7386,14.8022,280500
25/03/1992,14.8022,14.9246,14.6799,14.7386,239900
26/03/1992,14.8659,14.9246,14.6799,14.9246,236100
27/03/1992,14.8659,15.1105,14.8659,14.8659,186300
30/03/1992,14.9246,14.9246,14.7386,14.9246,224800
31/03/1992,14.8659,15.1692,14.8659,15.1105,316900
01/04/1992,15.0469,15.0469,14.6799,14.6799,401400
02/04/1992,14.6799,14.7386,14.1906,14.3129,274900
03/04/1992,14.3129,14.494,14.1906,14.3765,303500
06/04/1992,14.4352,14.494,14.1319,14.1906,329000
07/04/1992,14.1906,14.4352,14.1319,14.1906,281000
08/04/1992,14.0683,14.2493,13.9459,14.1906,282900
09/04/1992,14.1319,14.4352,14.0046,14.0046,305200
10/04/1992,14.0683,14.0683,13.2119,13.2706,1174000
13/04/1992,13.3343,13.5789,13.2706,13.4566,336800
14/04/1992,13.4566,13.76,13.3343,13.5789,475800
15/04/1992,13.7013,13.7013,13.5153,13.6425,358700
16/04/1992,13.76,14.0683,13.76,14.0046,393600
20/04/1992,14.0046,14.1906,14.0046,14.1319,239000
21/04/1992,14.0046,14.1906,14.0046,14.0046,308700
22/04/1992,14.1319,14.2493,14.0683,14.1906,329500
23/04/1992,14.0683,14.1319,13.9459,14.1319,209300
24/04/1992,14.0683,14.1319,14.0046,14.0683,196900
27/04/1992,14.0835,14.3306,14.0242,14.0242,357700
28/04/1992,13.8957,14.0835,13.7129,13.8364,135300
29/04/1992,13.8364,14.0835,13.7771,14.0242,508000
30/04/1992,13.8957,14.0835,13.8957,13.96,1366900
01/05/1992,14.0835,14.2713,14.0242,14.0835,284400
04/05/1992,14.207,14.2713,14.1428,14.2713,281700
05/05/1992,14.2713,14.7654,14.2713,14.7654,522800
06/05/1992,14.8247,14.8247,14.3306,14.4541,327600
07/05/1992,14.5777,14.7012,14.4541,14.5184,197500
08/05/1992,14.4541,14.5184,14.3306,14.5184,156800
11/05/1992,14.5777,14.7012,14.5184,14.637,207700
12/05/1992,14.5777,14.5777,14.207,14.2713,531200
13/05/1992,14.3306,14.5777,14.2713,14.5777,842200
14/05/1992,14.4541,14.4541,14.2713,14.3306,549900
15/05/1992,14.3306,14.3899,14.0242,14.0242,460200
18/05/1992,13.96,14.2713,13.96,14.1428,287400
19/05/1992,14.0835,14.207,13.7771,13.96,908800
20/05/1992,13.8957,14.0835,13.8364,14.0242,280500
21/05/1992,13.8957,14.0242,13.8364,13.96,356700
22/05/1992,13.8364,14.0835,13.8364,13.96,329000
26/05/1992,13.8957,13.96,13.5894,13.7129,430900
27/05/1992,13.5894,13.7129,13.5301,13.6487,367400
28/05/1992,13.7771,13.7771,13.5894,13.7129,112600
29/05/1992,13.5894,13.7129,13.5301,13.5894,205400
01/06/1992,13.6487,13.6487,13.3423,13.5894,298500
02/06/1992,13.4658,13.5301,13.3423,13.4016,321000
03/06/1992,13.4016,13.5894,13.283,13.5894,209500
04/06/1992,13.5301,13.5301,13.2187,13.2187,378400
05/06/1992,13.283,13.283,12.8481,13.0952,409000
08/06/1992,12.9717,12.9717,12.8481,12.9717,227800
09/06/1992,12.9717,13.0359,12.8481,12.9717,460900
10/06/1992,12.9074,13.0359,12.8481,12.9717,620500
11/06/1992,12.9717,12.9717,12.8481,12.9074,483600
12/06/1992,13.0952,13.0952,12.9717,12.9717,259000
15/06/1992,13.0952,13.3423,13.0952,13.3423,193200
16/06/1992,13.4016,13.4658,13.2187,13.2187,285600
17/06/1992,13.2187,13.283,12.9717,12.9717,344100
18/06/1992,12.9717,13.2187,12.9074,13.1545,312300
19/06/1992,13.283,13.3423,13.2187,13.2187,281500
22/06/1992,13.2187,13.283,13.0359,13.0952,257600
23/06/1992,13.283,13.283,13.1545,13.2187,255800
24/06/1992,13.283,13.4658,13.2187,13.3423,396700
25/06/1992,13.4016,13.4658,13.2187,13.283,140300
26/06/1992,13.283,13.3423,13.1545,13.2187,147700
29/06/1992,13.2187,13.3423,13.2187,13.3423,220600
30/06/1992,13.4658,13.5301,13.3423,13.4016,231000
01/07/1992,13.5894,14.0242,13.5894,14.0242,327500
02/07/1992,14.0835,14.0835,13.6487,13.7129,275400
06/07/1992,13.8364,13.8364,13.5894,13.8364,209200
07/07/1992,13.8364,13.8364,13.6487,13.7771,177300
08/07/1992,13.6487,13.7129,13.283,13.283,170000
09/07/1992,13.0952,13.3423,13.0359,13.2187,324200
10/07/1992,13.2187,13.283,13.0952,13.283,189300
13/07/1992,13.3423,13.6487,13.1545,13.1545,166300
14/07/1992,13.1545,13.2187,13.0359,13.1545,196500
15/07/1992,13.1545,13.283,13.1545,13.2187,85500
16/07/1992,13.0952,13.2187,12.9717,13.2187,97200
17/07/1992,13.2187,13.3423,12.9717,13.3423,310900
20/07/1992,13.1545,13.2187,13.0952,13.1545,396600
21/07/1992,13.2187,13.4658,13.1545,13.4016,456500
22/07/1992,13.3423,13.3423,13.2187,13.2187,239700
23/07/1992,13.3423,13.3423,13.0952,13.1545,160100
24/07/1992,13.1545,13.1545,13.0359,13.0952,93100
27/07/1992,13.0952,13.5301,13.0359,13.5301,196100
28/07/1992,13.724,14.1632,13.6642,14.0983,372800
29/07/1992,14.2231,14.3479,14.0983,14.2231,348600
30/07/1992,14.2231,14.3479,14.0983,14.283,343000
31/07/1992,14.3479,14.4726,14.283,14.3479,288100
03/08/1992,14.4726,14.9118,14.4726,14.7222,517800
04/08/1992,14.6623,14.7222,14.4127,14.5325,124300
05/08/1992,14.4726,14.5325,14.3479,14.4127,168500
06/08/1992,14.3479,14.4726,14.283,14.4726,592500
07/08/1992,14.5325,14.782,14.4127,14.4127,251800
10/08/1992,14.4726,14.782,14.4127,14.782,393900
11/08/1992,14.8469,15.2212,14.782,14.9717,574200
12/08/1992,14.9118,15.0964,14.9118,14.9717,562300
13/08/1992,14.9717,15.0316,14.8469,14.9118,488300
14/08/1992,14.9118,15.0316,14.9118,14.9717,235100
17/08/1992,14.9717,15.0964,14.9717,14.9717,125600
18/08/1992,14.9118,15.0964,14.8469,15.0316,187100
19/08/1992,15.0316,15.346,15.0316,15.1613,193700
20/08/1992,15.2811,15.346,15.0964,15.2212,343300
21/08/1992,15.0964,15.0964,14.782,14.9118,134700
24/08/1992,14.8469,14.8469,14.4726,14.5974,100000
25/08/1992,14.6623,14.782,14.5325,14.5974,184200
26/08/1992,14.6623,14.6623,14.4726,14.6623,185900
27/08/1992,14.6623,15.0964,14.6623,15.0316,182900
28/08/1992,14.9717,15.0316,14.9717,15.0316,102000
31/08/1992,14.9717,15.1613,14.9717,15.0964,236400
01/09/1992,15.0964,15.4109,15.0964,15.4109,490800
02/09/1992,15.4707,15.9698,15.4707,15.9698,1027400
03/09/1992,15.7802,15.845,15.6604,15.845,292500
04/09/1992,15.845,15.845,15.7802,15.7802,177300
08/09/1992,15.7802,15.7802,15.6604,15.7802,259500
09/09/1992,15.7203,15.7802,15.5955,15.6604,421200
10/09/1992,15.5306,15.6604,15.4707,15.5955,331500
11/09/1992,15.6604,15.7802,15.5306,15.5306,348400
14/09/1992,15.9698,16.1594,15.845,15.9698,1041500
15/09/1992,15.845,15.845,15.5306,15.5306,181700
16/09/1992,15.4707,15.9099,15.4109,15.9099,441800
17/09/1992,15.9099,15.9099,15.4707,15.5306,213400
18/09/1992,15.5955,15.5955,15.346,15.4109,219700
21/09/1992,15.346,15.4109,14.9118,15.4109,265400
22/09/1992,15.346,15.4109,15.0316,15.2811,238300
23/09/1992,15.2811,15.6604,15.2811,15.5955,753600
24/09/1992,15.5955,15.7203,15.5306,15.5955,511800
25/09/1992,15.6604,15.6604,15.4109,15.4707,316400
28/09/1992,15.6604,15.7802,15.5955,15.7802,274400
29/09/1992,15.7802,16.0297,15.6604,15.9099,532800
30/09/1992,15.9698,16.2792,15.9698,16.1594,613800
01/10/1992,16.2193,16.2193,15.845,15.9099,432600
02/10/1992,15.9099,16.0297,15.7802,15.9099,297800
05/10/1992,15.5955,15.845,14.9717,15.7802,394900
06/10/1992,15.9698,15.9698,15.6604,15.7802,646400
07/10/1992,15.7802,16.0297,15.7203,15.845,419300
08/10/1992,16.0946,16.0946,15.7802,15.9099,362300
09/10/1992,15.9099,15.9698,15.845,15.9099,194400
12/10/1992,15.9099,15.9698,15.7802,15.9099,125100
13/10/1992,15.9099,16.2792,15.845,16.2193,302400
14/10/1992,16.0946,16.1594,15.9698,16.0946,262300
15/10/1992,15.7203,16.0297,15.7203,16.0297,111300
16/10/1992,15.9698,16.3441,15.9698,16.2193,442600
19/10/1992,16.2193,16.2792,16.0946,16.2193,470200
20/10/1992,16.2792,16.3441,16.1594,16.1594,455200
21/10/1992,16.2792,16.409,16.1594,16.1594,322200
22/10/1992,16.2193,16.3441,16.0946,16.2193,421200
23/10/1992,16.2193,16.2792,16.1594,16.2193,296000
26/10/1992,16.2792,16.2792,16.0297,16.0946,288400
27/10/1992,16.0486,16.2349,16.0486,16.1694,269200
28/10/1992,16.109,16.3003,16.109,16.3003,504300
29/10/1992,16.4211,16.8641,16.3607,16.8037,602500
30/10/1992,16.7383,16.8037,16.3003,16.4211,274800
02/11/1992,16.4866,16.7383,16.4866,16.6124,309500
03/11/1992,16.7383,16.7383,16.552,16.6124,242400
04/11/1992,16.6124,16.99,16.6124,16.8037,573600
05/11/1992,16.7383,16.99,16.6728,16.9245,800700
06/11/1992,16.9245,17.1158,16.6728,17.0554,638100
09/11/1992,16.8641,16.8641,16.6124,16.6728,220300
10/11/1992,16.4211,16.4211,16.2349,16.4211,301700
11/11/1992,16.3607,16.9245,16.2349,16.8641,333900
12/11/1992,16.8037,16.8641,16.3607,16.4211,240600
13/11/1992,16.6124,16.6728,16.4866,16.552,87100
16/11/1992,16.4866,16.552,16.2349,16.2349,139600
17/11/1992,16.2349,16.2349,15.9832,16.109,94400
18/11/1992,16.1694,16.6728,16.1694,16.3003,357100
19/11/1992,16.4211,16.552,16.3003,16.3607,246300
20/11/1992,16.6124,16.9245,16.4866,16.7383,407000
23/11/1992,16.6728,17.1158,16.6728,16.9245,227100
24/11/1992,16.99,17.4279,16.99,17.3071,484200
25/11/1992,17.3071,17.6192,17.3071,17.3675,330300
27/11/1992,17.1762,17.4279,17.1762,17.4279,115100
30/11/1992,17.4279,17.4934,17.1158,17.2417,185700
01/12/1992,17.1762,17.1762,16.552,16.7383,336400
02/12/1992,16.4866,16.4866,16.0486,16.1694,389100
03/12/1992,15.9832,16.3607,15.4797,16.3607,823500
04/12/1992,16.3607,16.99,16.3607,16.6124,277400
07/12/1992,16.4866,16.9245,16.2349,16.7383,576300
08/12/1992,16.6728,16.6728,16.552,16.6124,273700
09/12/1992,16.4866,16.6728,16.4211,16.4866,382100
10/12/1992,16.4866,16.4866,15.7969,16.109,610600
11/12/1992,16.1694,16.3003,16.109,16.3003,120400
14/12/1992,16.1694,16.3607,16.1694,16.3607,253800
15/12/1992,16.3003,16.552,16.2349,16.4866,318200
16/12/1992,16.4866,16.4866,16.0486,16.2349,488900
17/12/1992,16.1694,16.3607,16.109,16.109,524000
18/12/1992,16.2349,16.3003,16.1694,16.2349,583800
21/12/1992,16.3003,16.3003,15.9832,16.0486,277000
22/12/1992,16.0486,16.109,15.7315,15.7969,209000
23/12/1992,15.7315,15.7315,15.1022,15.6056,641000
24/12/1992,15.6056,15.666,15.4797,15.5452,137700
28/12/1992,15.5452,15.6056,15.4797,15.4797,353000
29/12/1992,15.7315,16.2349,15.666,15.9177,520300
30/12/1992,15.8573,16.2349,15.7315,16.2349,264000
31/12/1992,16.1694,16.2349,15.9177,15.9177,340300
04/01/1993,15.9177,16.1694,15.7969,16.109,495000
05/01/1993,16.109,16.4866,16.0486,16.3607,206000
06/01/1993,16.3003,16.3607,16.1694,16.1694,225800
07/01/1993,15.9832,16.0486,15.1626,15.228,1969500
08/01/1993,15.2935,15.2935,14.4075,14.5384,2010200
11/01/1993,14.5988,14.7246,14.4075,14.4729,728500
12/01/1993,14.5384,14.5988,14.2212,14.5384,735200
13/01/1993,14.4729,14.4729,14.2867,14.4075,631000
14/01/1993,14.5384,14.6592,14.2867,14.5384,374100
15/01/1993,14.5384,14.5988,14.4075,14.5988,286100
18/01/1993,14.5988,14.5988,14.3471,14.4075,348000
19/01/1993,14.4729,14.7901,14.4729,14.7246,412300
20/01/1993,14.5988,14.9109,14.5988,14.7901,365900
21/01/1993,14.8505,14.8505,14.4729,14.4729,246300
22/01/1993,14.5384,14.5384,14.0954,14.1558,894500
25/01/1993,14.3471,14.5988,14.2212,14.5988,443000
26/01/1993,14.7392,14.9323,14.6782,14.8002,589100
27/01/1993,14.7392,14.8002,14.6782,14.8002,413200
28/01/1993,14.8002,14.9323,14.7392,14.9323,386900
29/01/1993,14.8662,14.9933,14.8662,14.9323,235600
01/02/1993,14.9323,15.1203,14.9323,15.0543,333400
02/02/1993,14.9933,15.0543,14.9323,14.9933,464100
03/02/1993,15.0543,15.5625,15.0543,15.5625,745800
04/02/1993,15.6286,15.6286,14.9933,15.1203,1012200
05/02/1993,15.1864,15.1864,14.8662,14.8662,369400
08/02/1993,14.7392,14.8002,14.485,14.7392,479700
09/02/1993,14.6121,14.8662,14.546,14.8002,536000
10/02/1993,14.8002,15.1203,14.8002,15.1203,528500
11/02/1993,15.0543,15.2474,14.7392,14.7392,585400
12/02/1993,14.7392,14.7392,14.2309,14.358,527300
16/02/1993,14.358,14.424,14.2309,14.2309,374200
17/02/1993,14.1699,14.485,14.1699,14.2919,423000
18/02/1993,14.2919,14.358,13.7227,14.0378,645700
19/02/1993,14.1039,14.1039,13.8497,13.8497,376800
22/02/1993,13.9158,14.1699,13.9158,13.9158,446600
23/02/1993,13.9768,14.2919,13.9158,14.2309,486400
24/02/1993,14.2309,14.424,14.1699,14.358,370400
25/02/1993,14.2919,14.2919,14.0378,14.1039,439900
26/02/1993,14.0378,14.8662,13.9768,14.7392,487300
01/03/1993,14.8662,14.8662,14.358,14.424,361300
02/03/1993,14.546,14.9933,14.546,14.9933,388800
03/03/1993,14.9323,14.9323,14.6121,14.6121,460200
04/03/1993,14.546,14.7392,14.358,14.6782,359100
05/03/1993,14.6121,15.0543,14.546,14.9933,354600
08/03/1993,15.1203,15.6286,15.1203,15.2474,963200
09/03/1993,15.5625,15.5625,15.2474,15.5015,307800
10/03/1993,15.5015,15.5625,15.3084,15.5625,368400
11/03/1993,15.5625,15.6947,15.4405,15.5625,672500
12/03/1993,15.5015,15.5015,15.0543,15.2474,356600
15/03/1993,15.2474,15.4405,15.2474,15.3745,194000
16/03/1993,15.2474,15.4405,15.1864,15.3745,171800
17/03/1993,15.3084,15.6947,15.3084,15.6286,739900
18/03/1993,16.0098,16.2639,15.8827,16.2029,633600
19/03/1993,16.2029,16.2029,15.9488,16.1368,517900
