iter	Accuracy	Logloss
882	0.538707103	0.6890202617
883	0.538707103	0.6890195686
884	0.538707103	0.6890194207
885	0.538707103	0.6890192732
886	0.538707103	0.6889936662
887	0.538707103	0.6889935196
888	0.538707103	0.6889933733
889	0.538707103	0.6889932275
890	0.538707103	0.6889916006
891	0.5395051875	0.6889706548
892	0.5395051875	0.6889444386
893	0.5395051875	0.6889442941
894	0.5395051875	0.6889441501
895	0.5418994413	0.6888967157
896	0.5418994413	0.688896572
897	0.5418994413	0.6888964287
898	0.5418994413	0.6888962858
899	0.5418994413	0.6888961432
900	0.5418994413	0.6888960011
901	0.5418994413	0.6888958593
902	0.5418994413	0.6888957178
903	0.5418994413	0.6888955767
904	0.5418994413	0.688895436
905	0.5418994413	0.6888952957
906	0.5418994413	0.6888951557
907	0.5418994413	0.6888950161
908	0.5418994413	0.6888694628
909	0.5418994413	0.6888693242
910	0.5418994413	0.6888691858
911	0.5418994413	0.6888690478
912	0.5418994413	0.6888689102
913	0.5418994413	0.688841211
914	0.5426975259	0.688813409
915	0.5426975259	0.6888132725
916	0.5426975259	0.6888100588
917	0.5426975259	0.6887884575
918	0.5426975259	0.6887883221
919	0.5426975259	0.688788187
920	0.5426975259	0.6887880523
921	0.5426975259	0.6887876011
922	0.5426975259	0.688742442
923	0.5426975259	0.688709402
924	0.5426975259	0.6887092689
925	0.5426975259	0.6887091361
926	0.5426975259	0.6887090036
927	0.5426975259	0.6887083542
928	0.5426975259	0.6887082224
929	0.5426975259	0.6886769363
930	0.5426975259	0.688676805
931	0.5426975259	0.688676674
932	0.5426975259	0.6886765434
933	0.5426975259	0.6886764132
934	0.5426975259	0.6886762832
935	0.5426975259	0.6886761536
936	0.5426975259	0.6886760244
937	0.5426975259	0.6886758955
938	0.5426975259	0.6886757669
939	0.5426975259	0.6886756386
940	0.5426975259	0.6886755108
941	0.5426975259	0.6886753832
942	0.5426975259	0.6886712306
943	0.5426975259	0.6886457976
944	0.5426975259	0.6886205344
945	0.5426975259	0.6886204084
946	0.5426975259	0.6885766966
947	0.5426975259	0.6885765717
948	0.5426975259	0.6885764471
949	0.5426975259	0.6885763229
950	0.5426975259	0.6885761989
951	0.5426975259	0.6885760753
952	0.5426975259	0.6885759519
953	0.5426975259	0.688575829
954	0.5426975259	0.6885380574
955	0.5426975259	0.6885379353
956	0.5426975259	0.6885243324
957	0.5426975259	0.6885242109
958	0.5426975259	0.6885240897
959	0.5426975259	0.6884950323
960	0.5426975259	0.6884894379
961	0.5426975259	0.6884893179
962	0.5426975259	0.6884891982
963	0.5426975259	0.6884877073
964	0.5426975259	0.6884830977
965	0.5426975259	0.6884829789
966	0.5426975259	0.6884828604
967	0.5426975259	0.6884827422
968	0.5426975259	0.6884826243
969	0.5426975259	0.6884825067
970	0.5426975259	0.6884823895
971	0.5426975259	0.6884612626
972	0.5426975259	0.6884299986
973	0.5426975259	0.6884264282
974	0.5426975259	0.6884263123
975	0.5426975259	0.6884261967
976	0.5426975259	0.6884260815
977	0.5426975259	0.6884084107
978	0.5426975259	0.6884082961
979	0.5426975259	0.6884081818
980	0.5426975259	0.6884080677
981	0.5426975259	0.688407954
982	0.5426975259	0.6884078405
983	0.5426975259	0.6884077274
984	0.5426975259	0.6884076145
985	0.5426975259	0.688407502
986	0.5426975259	0.6884073897
987	0.5426975259	0.6884072778
988	0.5426975259	0.6884071661
989	0.5426975259	0.6884070547
990	0.5426975259	0.6884069436
991	0.5426975259	0.6884068327
992	0.5426975259	0.6884067222
993	0.5426975259	0.688406612
994	0.5426975259	0.6884065021
995	0.5426975259	0.6884063924
996	0.5426975259	0.688406283
997	0.5426975259	0.6884061739
998	0.5426975259	0.6884060651
999	0.5426975259	0.6883982621
